// Dead Branch Summonable Monsters Database
//
// Structure of Database:
// MobRandomGroupID,MobID,DummyName,Rate

MOBG_Branch_Of_Dead_Tree,0,Scorpion,1001
MOBG_Branch_Of_Dead_Tree,1001,蝎子,214285
MOBG_Branch_Of_Dead_Tree,1002,波利,1000000
MOBG_Branch_Of_Dead_Tree,1004,蜂兵,357142
MOBG_Branch_Of_Dead_Tree,1005,吸血蝙蝠,357142
MOBG_Branch_Of_Dead_Tree,1007,绿棉虫,428571
MOBG_Branch_Of_Dead_Tree,1008,虫蛹,71428
MOBG_Branch_Of_Dead_Tree,1009,秃鹰,357142
MOBG_Branch_Of_Dead_Tree,1010,树精,357142
MOBG_Branch_Of_Dead_Tree,1011,苍蝇,357142
MOBG_Branch_Of_Dead_Tree,1012,罗达蛙,357142
MOBG_Branch_Of_Dead_Tree,1013,狼,357142
MOBG_Branch_Of_Dead_Tree,1014,魔菇,357142
MOBG_Branch_Of_Dead_Tree,1015,腐尸,357142
MOBG_Branch_Of_Dead_Tree,1016,邪骸弓箭手,214285
MOBG_Branch_Of_Dead_Tree,1018,克瑞米,357142
MOBG_Branch_Of_Dead_Tree,1019,大嘴鸟,357142
MOBG_Branch_Of_Dead_Tree,1020,曼陀罗魔花,357142
MOBG_Branch_Of_Dead_Tree,1023,兽人战士,214285
MOBG_Branch_Of_Dead_Tree,1024,森灵,357142
MOBG_Branch_Of_Dead_Tree,1025,青蛇,357142
MOBG_Branch_Of_Dead_Tree,1026,僵尸,214285
MOBG_Branch_Of_Dead_Tree,1028,邪骸士兵,214285
MOBG_Branch_Of_Dead_Tree,1029,蛇女伊丝,71428
MOBG_Branch_Of_Dead_Tree,1030,毒蛇,214285
MOBG_Branch_Of_Dead_Tree,1031,波波利,357142
MOBG_Branch_Of_Dead_Tree,1032,毕莱特,214285
MOBG_Branch_Of_Dead_Tree,1033,长老树精,214285
MOBG_Branch_Of_Dead_Tree,1034,达拉蛙,214285
MOBG_Branch_Of_Dead_Tree,1035,赤苍蝇,71428
MOBG_Branch_Of_Dead_Tree,1036,绿腐尸,214285
MOBG_Branch_Of_Dead_Tree,1037,黑蛇,71428
MOBG_Branch_Of_Dead_Tree,1040,巨石怪,214285
MOBG_Branch_Of_Dead_Tree,1041,木乃伊,214285
MOBG_Branch_Of_Dead_Tree,1042,绿苍蝇,357142
MOBG_Branch_Of_Dead_Tree,1044,人鱼,214285
MOBG_Branch_Of_Dead_Tree,1045,马克,214285
MOBG_Branch_Of_Dead_Tree,1047,大嘴鸟蛋,71428
MOBG_Branch_Of_Dead_Tree,1048,盗虫卵,71428
MOBG_Branch_Of_Dead_Tree,1049,小鸡,357142
MOBG_Branch_Of_Dead_Tree,1050,蛋壳小鸡,357142
MOBG_Branch_Of_Dead_Tree,1051,盗虫,357142
MOBG_Branch_Of_Dead_Tree,1052,蝗虫,357142
MOBG_Branch_Of_Dead_Tree,1053,浮勒盗虫,357142
MOBG_Branch_Of_Dead_Tree,1054,玛勒盗虫,357142
MOBG_Branch_Of_Dead_Tree,1055,摩卡,357142
MOBG_Branch_Of_Dead_Tree,1056,狸猫,357142
MOBG_Branch_Of_Dead_Tree,1057,溜溜猴,357142
MOBG_Branch_Of_Dead_Tree,1058,重金属蝗虫,214285
MOBG_Branch_Of_Dead_Tree,1060,大脚熊,214285
MOBG_Branch_Of_Dead_Tree,1061,梦魇,71428
MOBG_Branch_Of_Dead_Tree,1062,圣诞波利,357142
MOBG_Branch_Of_Dead_Tree,1063,疯兔,357142
MOBG_Branch_Of_Dead_Tree,1064,邪骸食人鱼,214285
MOBG_Branch_Of_Dead_Tree,1065,海神,214285
MOBG_Branch_Of_Dead_Tree,1066,螃蟹,357142
MOBG_Branch_Of_Dead_Tree,1067,卡那多斯,214285
MOBG_Branch_Of_Dead_Tree,1068,海葵,357142
MOBG_Branch_Of_Dead_Tree,1069,异变鱼,214285
MOBG_Branch_Of_Dead_Tree,1070,库克雷,357142
MOBG_Branch_Of_Dead_Tree,1071,邪骸海盗,214285
MOBG_Branch_Of_Dead_Tree,1072,卡浩,71428
MOBG_Branch_Of_Dead_Tree,1073,卡拉蟹,214285
MOBG_Branch_Of_Dead_Tree,1074,贝壳魔灵,357142
MOBG_Branch_Of_Dead_Tree,1076,邪骸战士,357142
MOBG_Branch_Of_Dead_Tree,1077,毒魔菇,357142
MOBG_Branch_Of_Dead_Tree,1078,红草,71428
MOBG_Branch_Of_Dead_Tree,1079,蓝草,71428
MOBG_Branch_Of_Dead_Tree,1080,绿草,71428
MOBG_Branch_Of_Dead_Tree,1081,黄草,71428
MOBG_Branch_Of_Dead_Tree,1082,白草,71428
MOBG_Branch_Of_Dead_Tree,1083,光芒草,71428
MOBG_Branch_Of_Dead_Tree,1084,黑菇,71428
MOBG_Branch_Of_Dead_Tree,1085,红菇,71428
MOBG_Branch_Of_Dead_Tree,1088,摇滚蝗虫,71428
MOBG_Branch_Of_Dead_Tree,1089,蛙王,71428
MOBG_Branch_Of_Dead_Tree,1090,波利之王,71428
MOBG_Branch_Of_Dead_Tree,1091,龙蝇,71428
MOBG_Branch_Of_Dead_Tree,1092,流浪之狼,71428
MOBG_Branch_Of_Dead_Tree,1093,蓝疯兔,71428
MOBG_Branch_Of_Dead_Tree,1094,蜗牛,357142
MOBG_Branch_Of_Dead_Tree,1095,白蚁,357142
MOBG_Branch_Of_Dead_Tree,1096,天使波利,71428
MOBG_Branch_Of_Dead_Tree,1097,蚂蚁幼虫,71428
MOBG_Branch_Of_Dead_Tree,1098,安毕斯,71428
MOBG_Branch_Of_Dead_Tree,1099,艾吉欧蜈蚣,71428
MOBG_Branch_Of_Dead_Tree,1100,艾斯蜘蛛,214285
MOBG_Branch_Of_Dead_Tree,1101,小巴风特,71428
MOBG_Branch_Of_Dead_Tree,1102,巫婆,71428
MOBG_Branch_Of_Dead_Tree,1103,刺猬虫,214285
MOBG_Branch_Of_Dead_Tree,1104,松鼠,357142
MOBG_Branch_Of_Dead_Tree,1105,兵蚁,357142
MOBG_Branch_Of_Dead_Tree,1106,沙漠之狼,214285
MOBG_Branch_Of_Dead_Tree,1107,沙漠幼狼,71428
MOBG_Branch_Of_Dead_Tree,1108,狄奥斯,71428
MOBG_Branch_Of_Dead_Tree,1109,小恶魔,71428
MOBG_Branch_Of_Dead_Tree,1110,土人,214285
MOBG_Branch_Of_Dead_Tree,1111,红蝙蝠,214285
MOBG_Branch_Of_Dead_Tree,1113,土波利,357142
MOBG_Branch_Of_Dead_Tree,1114,猎蝇,214285
MOBG_Branch_Of_Dead_Tree,1116,转转蛋,214285
MOBG_Branch_Of_Dead_Tree,1117,暗神官,71428
MOBG_Branch_Of_Dead_Tree,1118,噬人花,214285
MOBG_Branch_Of_Dead_Tree,1119,伞蜥,214285
MOBG_Branch_Of_Dead_Tree,1120,幽灵波利,71428
MOBG_Branch_Of_Dead_Tree,1121,基尔瑟,214285
MOBG_Branch_Of_Dead_Tree,1122,刺刀哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1123,链锤哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1124,大斧哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1125,榔头哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1126,刺锤哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1127,蚯蚓,214285
MOBG_Branch_Of_Dead_Tree,1128,锹形虫,357142
MOBG_Branch_Of_Dead_Tree,1129,鬼火,214285
MOBG_Branch_Of_Dead_Tree,1130,南瓜先生,214285
MOBG_Branch_Of_Dead_Tree,1131,裘卡,71428
MOBG_Branch_Of_Dead_Tree,1132,卡利斯格,71428
MOBG_Branch_Of_Dead_Tree,1133,大斧犬妖,214285
MOBG_Branch_Of_Dead_Tree,1134,榔头犬妖,214285
MOBG_Branch_Of_Dead_Tree,1135,刺锤犬妖,214285
MOBG_Branch_Of_Dead_Tree,1138,魔锅蛋,214285
MOBG_Branch_Of_Dead_Tree,1139,螳螂,214285
MOBG_Branch_Of_Dead_Tree,1140,马尔杜克,214285
MOBG_Branch_Of_Dead_Tree,1141,水母,214285
MOBG_Branch_Of_Dead_Tree,1142,气泡虫,214285
MOBG_Branch_Of_Dead_Tree,1143,傀儡娃娃,71428
MOBG_Branch_Of_Dead_Tree,1144,乌贼,214285
MOBG_Branch_Of_Dead_Tree,1145,土拨鼠,357142
MOBG_Branch_Of_Dead_Tree,1146,黑狐,214285
MOBG_Branch_Of_Dead_Tree,1148,米杜沙,71428
MOBG_Branch_Of_Dead_Tree,1149,米洛斯,71428
MOBG_Branch_Of_Dead_Tree,1151,麦斯特,214285
MOBG_Branch_Of_Dead_Tree,1152,邪骸兽人,214285
MOBG_Branch_Of_Dead_Tree,1153,兽人腐尸,214285
MOBG_Branch_Of_Dead_Tree,1154,帕莎纳,71428
MOBG_Branch_Of_Dead_Tree,1155,毕帝特地龙,71428
MOBG_Branch_Of_Dead_Tree,1156,毕帝特飞龙,71428
MOBG_Branch_Of_Dead_Tree,1158,剑鱼,214285
MOBG_Branch_Of_Dead_Tree,1160,工蚁,357142
MOBG_Branch_Of_Dead_Tree,1161,漂浮虫,357142
MOBG_Branch_Of_Dead_Tree,1163,幽灵剑士,71428
MOBG_Branch_Of_Dead_Tree,1164,诺可伊,214285
MOBG_Branch_Of_Dead_Tree,1165,泥人,214285
MOBG_Branch_Of_Dead_Tree,1166,野猪,214285
MOBG_Branch_Of_Dead_Tree,1167,小野猪,357142
MOBG_Branch_Of_Dead_Tree,1169,邪骸矿工,214285
MOBG_Branch_Of_Dead_Tree,1170,鬼女,214285
MOBG_Branch_Of_Dead_Tree,1174,瓢虫,357142
MOBG_Branch_Of_Dead_Tree,1175,白鼠,357142
MOBG_Branch_Of_Dead_Tree,1176,黑蚁,214285
MOBG_Branch_Of_Dead_Tree,1177,兹诺克,214285
MOBG_Branch_Of_Dead_Tree,1178,杰洛米,214285
MOBG_Branch_Of_Dead_Tree,1179,白幽灵,71428
MOBG_Branch_Of_Dead_Tree,1180,九尾狐,71428
MOBG_Branch_Of_Dead_Tree,1182,蘑菇,71428
MOBG_Branch_Of_Dead_Tree,1185,白幽灵,71428
MOBG_Branch_Of_Dead_Tree,1186,巨大白幽灵,71428
MOBG_Branch_Of_Dead_Tree,1188,妖道,214285
MOBG_Branch_Of_Dead_Tree,1189,兽人弓箭手,71428
MOBG_Branch_Of_Dead_Tree,1191,邪恶箱,71428
MOBG_Branch_Of_Dead_Tree,1192,恶灵,71428
MOBG_Branch_Of_Dead_Tree,1193,钟怪,71428
MOBG_Branch_Of_Dead_Tree,1194,卷甲虫,71428
MOBG_Branch_Of_Dead_Tree,1195,飞行魔书,71428
MOBG_Branch_Of_Dead_Tree,1196,邪骸战俘,71428
MOBG_Branch_Of_Dead_Tree,1197,腐尸战俘,71428
MOBG_Branch_Of_Dead_Tree,1199,朽魔,71428
MOBG_Branch_Of_Dead_Tree,1200,艾斯恩魔女,71428
MOBG_Branch_Of_Dead_Tree,1201,瑞比欧,71428
MOBG_Branch_Of_Dead_Tree,1202,阿修罗狂战士,71428
MOBG_Branch_Of_Dead_Tree,1203,弑神者,71428
MOBG_Branch_Of_Dead_Tree,1204,兽牙怪,71428
MOBG_Branch_Of_Dead_Tree,1205,行刑者,71428
MOBG_Branch_Of_Dead_Tree,1206,虎蜥人,71428
MOBG_Branch_Of_Dead_Tree,1207,史汀,71428
MOBG_Branch_Of_Dead_Tree,1208,邪骸浪人,71428
MOBG_Branch_Of_Dead_Tree,1209,蓝鼠,71428
MOBG_Branch_Of_Dead_Tree,1211,伊特瓢虫,71428
MOBG_Branch_Of_Dead_Tree,1212,铁蝎,71428
MOBG_Branch_Of_Dead_Tree,1213,兽人战士长,71428
MOBG_Branch_Of_Dead_Tree,1214,巧克猴,71428
MOBG_Branch_Of_Dead_Tree,1215,灰森灵,214285
MOBG_Branch_Of_Dead_Tree,1216,梅纳海葵,71428
MOBG_Branch_Of_Dead_Tree,1219,深渊骑士,71428
MOBG_Branch_Of_Dead_Tree,1242,冰波利,357142
MOBG_Branch_Of_Dead_Tree,1243,雪熊,214285
MOBG_Branch_Of_Dead_Tree,1245,圣诞哥布灵,71428
MOBG_Branch_Of_Dead_Tree,1246,甜饼人,214285
MOBG_Branch_Of_Dead_Tree,1248,玩具士兵,214285
MOBG_Branch_Of_Dead_Tree,1249,邪恶礼盒,214285
MOBG_Branch_Of_Dead_Tree,1250,魔灵娃娃,71428
MOBG_Branch_Of_Dead_Tree,1253,蝙蝠弓箭手,71428
MOBG_Branch_Of_Dead_Tree,1254,奈吉鸟,214285
MOBG_Branch_Of_Dead_Tree,1255,奈利虫,214285
MOBG_Branch_Of_Dead_Tree,1256,单眼虫,214285
MOBG_Branch_Of_Dead_Tree,1257,邪恶使者,71428
MOBG_Branch_Of_Dead_Tree,1258,弓箭哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1259,狮鹫兽,71428
MOBG_Branch_Of_Dead_Tree,1260,镜妖,71428
MOBG_Branch_Of_Dead_Tree,1261,狂暴野猫,214285
MOBG_Branch_Of_Dead_Tree,1262,半龙人,71428
MOBG_Branch_Of_Dead_Tree,1263,风魔巫师,71428
MOBG_Branch_Of_Dead_Tree,1264,人鱼士兵,71428
MOBG_Branch_Of_Dead_Tree,1265,绿饼人,214285
MOBG_Branch_Of_Dead_Tree,1266,海星,357142
MOBG_Branch_Of_Dead_Tree,1267,卡拉特小丑,71428
MOBG_Branch_Of_Dead_Tree,1268,血腥骑士,71428
MOBG_Branch_Of_Dead_Tree,1269,古钟魔,71428
MOBG_Branch_Of_Dead_Tree,1270,钟塔守护者,71428
MOBG_Branch_Of_Dead_Tree,1271,鳄鱼人,71428
MOBG_Branch_Of_Dead_Tree,1273,兽人女战士,214285
MOBG_Branch_Of_Dead_Tree,1274,邪恶摩艾,71428
MOBG_Branch_Of_Dead_Tree,1275,爱丽丝女仆,71428
MOBG_Branch_Of_Dead_Tree,1276,幽灵弓箭手,71428
MOBG_Branch_Of_Dead_Tree,1277,将军魔碑,214285
MOBG_Branch_Of_Dead_Tree,1278,钟乳巨石怪,71428
MOBG_Branch_Of_Dead_Tree,1279,三叶虫,214285
MOBG_Branch_Of_Dead_Tree,1280,喷射哥布灵,214285
MOBG_Branch_Of_Dead_Tree,1281,贤者虫,71428
MOBG_Branch_Of_Dead_Tree,1282,犬妖弓箭手,214285
MOBG_Branch_Of_Dead_Tree,1283,凯美拉,71428
MOBG_Branch_Of_Dead_Tree,1289,狂暴蚁后,71428
MOBG_Branch_Of_Dead_Tree,1290,邪骸战士长,71428
MOBG_Branch_Of_Dead_Tree,1291,狂暴恶灵,71428
MOBG_Branch_Of_Dead_Tree,1292,狂暴小恶魔,71428
MOBG_Branch_Of_Dead_Tree,1293,狂暴克瑞米,71428
MOBG_Branch_Of_Dead_Tree,1294,狂暴螳螂,71428
MOBG_Branch_Of_Dead_Tree,1295,鹗枭男爵,71428
MOBG_Branch_Of_Dead_Tree,1296,犬妖首领,71428
MOBG_Branch_Of_Dead_Tree,1297,狂暴木乃伊,71428
MOBG_Branch_Of_Dead_Tree,1298,腐尸首领,71428
MOBG_Branch_Of_Dead_Tree,1299,哥布灵首领,71428
MOBG_Branch_Of_Dead_Tree,1300,狂暴绿棉虫,71428
MOBG_Branch_Of_Dead_Tree,1301,狂暴小土人,71428
MOBG_Branch_Of_Dead_Tree,1302,迷幻之王,71428
MOBG_Branch_Of_Dead_Tree,1303,狂暴蜂兵,71428
MOBG_Branch_Of_Dead_Tree,1304,狂暴蜘蛛,71428
MOBG_Branch_Of_Dead_Tree,1305,狂暴蜈蚣,71428
MOBG_Branch_Of_Dead_Tree,1306,狂暴大脚熊,71428
MOBG_Branch_Of_Dead_Tree,1307,狂暴月夜猫,71428
MOBG_Branch_Of_Dead_Tree,1308,狂暴哥布灵,71428
MOBG_Branch_Of_Dead_Tree,1309,狂暴鬼火,71428
MOBG_Branch_Of_Dead_Tree,1310,狂暴米诺斯,71428
MOBG_Branch_Of_Dead_Tree,1311,狂暴野猪,71428
MOBG_Branch_Of_Dead_Tree,1313,流氓,71428
MOBG_Branch_Of_Dead_Tree,1314,果树龟,71428
MOBG_Branch_Of_Dead_Tree,1315,风灵龟,71428
MOBG_Branch_Of_Dead_Tree,1316,岩石龟,71428
MOBG_Branch_Of_Dead_Tree,1317,海豹宝宝,71428
MOBG_Branch_Of_Dead_Tree,1318,火焰龟,71428
MOBG_Branch_Of_Dead_Tree,1319,水灵龟,71428
MOBG_Branch_Of_Dead_Tree,1320,鹗枭首领,71428
MOBG_Branch_Of_Dead_Tree,1321,刺尾蜻蜓,71428
MOBG_Branch_Of_Dead_Tree,1322,弹簧兔,71428
MOBG_Branch_Of_Dead_Tree,1323,海獭,71428
MOBG_Branch_Of_Dead_Tree,1365,阿修罗机械战士,71428
MOBG_Branch_Of_Dead_Tree,1366,熔岩巨石,71428
MOBG_Branch_Of_Dead_Tree,1367,火焰妖,71428
MOBG_Branch_Of_Dead_Tree,1368,邪恶向日葵,71428
MOBG_Branch_Of_Dead_Tree,1369,七彩大嘴鸟,71428
MOBG_Branch_Of_Dead_Tree,1370,恶魔女仆,71428
MOBG_Branch_Of_Dead_Tree,1371,伪天使,71428
MOBG_Branch_Of_Dead_Tree,1372,魔羌,71428
MOBG_Branch_Of_Dead_Tree,1374,恶魔侍者,71428
MOBG_Branch_Of_Dead_Tree,1375,纸妖,71428
MOBG_Branch_Of_Dead_Tree,1376,鸟人哈比,71428
MOBG_Branch_Of_Dead_Tree,1377,邪灵魔导士,71428
